filename,final_value,folder,col
format_1_6350_021_1_11_dl.png,32.7,6350,1
format_1_7012_201_1_10_dl.png,24.1,7012,1
format_1_7769_072_1_4_dl.png,31.2,7769,1
format_1_6322_075_2_21_dl.png,20.5,6322,2
format_1_6898_095_8_25_dl.png,12.2,6898,8
format_1_6751_092_1_12_dl.png,33.2,6751,1
format_1_7028_016_1_24_dl.png,28.3,7028,1
format_1_6416_106_1_13_dl.png,33.5,6416,1
format_1_6751_032_2_1_dl.png,15.2,6751,2
format_1_7718_148_8_26_dl.png,4.2,7718,8
format_1_6447_043_1_10_dl.png,33.6,6447,1
format_1_6425_032_1_5_dl.png,32.7,6425,1
format_1_6447_083_1_19_dl.png,28,6447,1
format_1_6416_027_8_26_dl.png,2,6416,8
format_1_7796_057_1_24_dl.png,31.7,7796,1
format_1_6366_192_2_8_dl.png,22.5,6366,2
format_1_6118_061_2_7_dl.png,25.2,6118,2
format_1_7917_044_2_12_dl.png,4,7917,2
format_1_6120_050_8_3_dl.png,0.2,6120,8
format_1_7917_066_2_29_dl.png,9,7917,2
format_1_7715_212_2_13_dl.png,16.7,7715,2
format_1_7766_064_1_12_dl.png,30.5,7766,1
format_1_6814_054_1_23_dl.png,33,6814,1
format_1_6319_078_1_1_dl.png,33.4,6319,1
format_1_7796_085_1_11_dl.png,26.2,7796,1
format_1_6428_017_1_24_dl.png,31.2,6428,1
format_1_6577_057_8_29_dl.png,34.6,6577,8
format_1_6366_152_2_6_dl.png,20.9,6366,2
format_1_6415_055_2_9_dl.png,22.4,6415,2
format_1_6814_081_2_16_dl.png,19.4,6814,2
format_1_7718_059_1_7_dl.png,31,7718,1
format_1_6425_011_1_28_dl.png,30,6425,1
format_1_6502_080_1_27_dl.png,32.9,6502,1
format_1_6447_023_1_13_dl.png,24.7,6447,1
format_1_7851_061_1_5_dl.png,25.2,7851,1
format_1_7294_147_2_17_dl.png,19.2,7294,2
format_1_6554_079_1_20_dl.png,34,6554,1
format_1_7766_094_8_29_dl.png,0,7766,8
format_1_6637_072_1_10_dl.png,27,6637,1
format_1_6577_036_1_10_dl.png,28.2,6577,1
format_1_6993_081_1_17_dl.png,27.3,6993,1
format_1_6460_090_2_19_dl.png,20.4,6460,2
format_1_7718_061_2_25_dl.png,20.7,7718,2
format_1_6502_020_8_15_dl.png,8,6502,8
format_1_6502_046_1_14_dl.png,22.5,6502,1
format_1_6317_040_2_31_dl.png,17.8,6317,2
format_1_6814_040_2_23_dl.png,17,6814,2
format_1_6665_108_2_16_dl.png,21.7,6665,2
format_1_6428_106_1_6_dl.png,32.2,6428,1
format_1_6425_074_2_12_dl.png,20.8,6425,2
format_1_7796_050_2_2_dl.png,19.5,7796,2
format_1_6844_023_1_14_dl.png,26.6,6844,1
format_1_7769_017_1_24_dl.png,28.2,7769,1
format_1_6736_076_1_17_dl.png,29.5,6736,1
format_1_6993_102_8_29_dl.png,19.5,6993,8
format_1_6322_096_2_6_dl.png,20.4,6322,2
format_1_6443_075_8_31_dl.png,0.4,6443,8
format_1_7917_072_1_7_dl.png,25.2,7917,1
format_1_6771_051_2_26_dl.png,19.5,6771,2
format_1_6751_123_1_10_dl.png,33.9,6751,1
format_1_6425_022_1_24_dl.png,29.8,6425,1
format_1_6730_088_2_2_dl.png,20.7,6730,2
format_1_7769_091_2_16_dl.png,20.1,7769,2
format_1_6898_064_2_3_dl.png,13.6,6898,2
format_1_6319_077_8_13_dl.png,33.8,6319,8
format_1_6447_040_8_18_dl.png,20.3,6447,8
format_1_6898_083_2_26_dl.png,14.5,6898,2
format_1_7851_011_1_26_dl.png,25.2,7851,1
format_1_6898_107_2_24_dl.png,17.2,6898,2
format_1_6425_100_8_18_dl.png,0.5,6425,8
format_1_6883_059_1_20_dl.png,30.8,6883,1
format_1_7769_042_1_9_dl.png,30.7,7769,1
format_1_7012_157_2_25_dl.png,10.4,7012,2
format_1_7769_094_1_9_dl.png,31.3,7769,1
format_1_6610_101_8_8_dl.png,2.1,6610,8
format_1_6751_057_2_25_dl.png,19.2,6751,2
format_1_6993_046_2_29_dl.png,12,6993,2
format_1_7028_001_1_14_dl.png,25.4,7028,1
format_1_6554_108_8_18_dl.png,0,6554,8
format_1_6844_029_2_27_dl.png,17.2,6844,2
format_1_6425_028_1_18_dl.png,30,6425,1
format_1_6883_070_1_24_dl.png,29,6883,1
format_1_6366_199_2_30_dl.png,22.4,6366,2
format_1_6374_098_8_13_dl.png,11,6374,8
format_1_7851_057_8_3_dl.png,3.8,7851,8
format_1_6883_070_2_19_dl.png,16.4,6883,2
format_1_6730_022_1_12_dl.png,31.5,6730,1
format_1_7715_141_8_9_dl.png,37.6,7715,8
format_1_7715_166_2_31_dl.png,19.4,7715,2
format_1_7851_023_8_17_dl.png,0.7,7851,8
format_1_7917_061_2_13_dl.png,7.4,7917,2
format_1_7917_062_1_16_dl.png,26.3,7917,1
format_1_6443_036_1_31_dl.png,29,6443,1
format_1_6898_035_1_3_dl.png,24.6,6898,1
format_1_6736_065_2_19_dl.png,20.4,6736,2
format_1_6883_064_1_1_dl.png,27.2,6883,1
format_1_6350_088_2_28_dl.png,20.1,6350,2
format_1_6428_018_1_24_dl.png,33.5,6428,1
format_1_7718_142_1_25_dl.png,29.6,7718,1
format_1_6554_041_1_7_dl.png,33.3,6554,1
format_1_6425_049_2_5_dl.png,20.4,6425,2
format_1_7715_157_2_26_dl.png,18.2,7715,2
format_1_6317_075_8_13_dl.png,1.6,6317,8
format_1_6554_083_1_14_dl.png,29.3,6554,1
format_1_6637_069_1_19_dl.png,29.1,6637,1
format_1_6425_061_1_20_dl.png,33.5,6425,1
format_1_6554_091_2_14_dl.png,20.5,6554,2
format_1_6751_078_8_2_dl.png,7.5,6751,8
format_1_6665_065_8_15_dl.png,4.1,6665,8
format_1_6447_050_2_11_dl.png,19.2,6447,2
format_1_6577_084_2_3_dl.png,20.3,6577,2
format_1_7796_066_1_4_dl.png,30.7,7796,1
format_1_6814_050_1_17_dl.png,24.7,6814,1
format_1_6415_016_1_16_dl.png,29.5,6415,1
format_1_6374_113_8_6_dl.png,0,6374,8
format_1_7766_052_1_4_dl.png,31.6,7766,1
format_1_7769_022_2_18_dl.png,17.5,7769,2
format_1_6665_088_1_8_dl.png,29.5,6665,1
format_1_7715_215_8_20_dl.png,1.7,7715,8
format_1_6428_018_1_30_dl.png,31.5,6428,1
format_1_6736_100_8_28_dl.png,0,6736,8
format_1_6374_110_8_5_dl.png,0.2,6374,8
format_1_6883_031_2_5_dl.png,17.8,6883,2
format_1_7718_163_8_26_dl.png,1,7718,8
format_1_6118_062_1_11_dl.png,32.5,6118,1
format_1_6730_049_1_15_dl.png,34,6730,1
format_1_7769_098_1_12_dl.png,29.6,7769,1
format_1_7851_041_1_26_dl.png,23,7851,1
format_1_6416_010_2_2_dl.png,19.2,6416,2
format_1_7786_074_1_8_dl.png,30.7,7786,1
format_1_7766_095_2_29_dl.png,19.6,7766,2
format_1_7715_214_8_27_dl.png,16.4,7715,8
format_1_6460_028_1_19_dl.png,29,6460,1
format_1_7715_176_1_7_dl.png,33,7715,1
format_1_6993_038_8_26_dl.png,36,6993,8
format_1_6883_051_1_29_dl.png,28.1,6883,1
format_1_6120_060_8_6_dl.png,0,6120,8
format_1_6637_043_1_11_dl.png,28.5,6637,1
format_1_6317_040_8_21_dl.png,14.2,6317,8
format_1_6554_099_1_7_dl.png,34.4,6554,1
format_1_6665_107_8_12_dl.png,0,6665,8
format_1_6610_073_1_10_dl.png,31.4,6610,1
format_1_6425_016_2_6_dl.png,18.1,6425,2
format_1_6425_027_2_27_dl.png,20.5,6425,2
format_1_6374_108_8_11_dl.png,0,6374,8
format_1_7769_049_1_7_dl.png,30,7769,1
format_1_7294_155_1_23_dl.png,30.3,7294,1
format_1_7718_186_2_6_dl.png,20.2,7718,2
format_1_6898_092_2_1_dl.png,15.4,6898,2
format_1_7796_021_1_23_dl.png,33.3,7796,1
format_1_6366_164_8_4_dl.png,0,6366,8
format_1_7786_002_2_10_dl.png,20.4,7786,2
format_1_6428_041_2_20_dl.png,21.3,6428,2
format_1_7294_164_1_12_dl.png,32.3,7294,1
format_1_6118_066_2_25_dl.png,23.2,6118,2
format_1_6736_040_2_12_dl.png,21,6736,2
format_1_7294_105_1_11_dl.png,33.1,7294,1
format_1_6350_057_2_24_dl.png,17.6,6350,2
format_1_7028_053_8_20_dl.png,3.1,7028,8
format_1_6502_043_1_16_dl.png,20.2,6502,1
format_1_7718_131_2_10_dl.png,18,7718,2
format_1_7718_094_1_28_dl.png,31.6,7718,1
format_1_7766_004_8_11_dl.png,26.2,7766,8
format_1_7012_123_2_25_dl.png,5.5,7012,2
format_1_6366_187_8_25_dl.png,0,6366,8
format_1_6554_067_1_13_dl.png,29.6,6554,1
format_1_7718_119_1_28_dl.png,30.2,7718,1
format_1_6736_057_1_25_dl.png,29.8,6736,1
format_1_6443_008_1_11_dl.png,32,6443,1
format_1_7796_101_1_29_dl.png,31.4,7796,1
format_1_6883_043_8_12_dl.png,0.1,6883,8
format_1_6428_102_1_12_dl.png,30.3,6428,1
format_1_7012_131_8_25_dl.png,1.3,7012,8
format_1_6883_060_1_21_dl.png,28,6883,1
format_1_6814_083_2_12_dl.png,17.7,6814,2
format_1_6502_057_1_1_dl.png,30.3,6502,1
format_1_6665_099_2_16_dl.png,20.9,6665,2
format_1_6120_092_1_4_dl.png,29.7,6120,1
format_1_6460_018_1_18_dl.png,28.5,6460,1
format_1_6554_109_8_16_dl.png,1.7,6554,8
format_1_7028_032_1_13_dl.png,26.5,7028,1
format_1_6416_105_1_29_dl.png,30.7,6416,1
format_1_6751_079_2_31_dl.png,14.6,6751,2
format_1_6120_013_2_26_dl.png,23.2,6120,2
format_1_7294_121_2_3_dl.png,20,7294,2
format_1_7718_138_1_7_dl.png,34.8,7718,1
format_1_6751_127_1_14_dl.png,35,6751,1
format_1_6751_095_1_9_dl.png,29,6751,1
format_1_7796_077_1_27_dl.png,32.6,7796,1
format_1_6120_006_8_26_dl.png,0,6120,8
format_1_6120_109_2_2_dl.png,20.1,6120,2
format_1_6637_076_1_7_dl.png,30.6,6637,1
format_1_6736_059_8_21_dl.png,0.8,6736,8
format_1_6118_036_2_6_dl.png,22.2,6118,2
format_1_7796_024_1_21_dl.png,28,7796,1
format_1_6736_089_8_5_dl.png,10.5,6736,8
format_1_6610_033_1_27_dl.png,31.3,6610,1
format_1_6814_055_8_1_dl.png,1.5,6814,8
format_1_6751_039_2_25_dl.png,18.9,6751,2
format_1_7769_050_2_20_dl.png,19.4,7769,2
format_1_6447_041_1_26_dl.png,31.5,6447,1
format_1_6322_096_1_14_dl.png,32.2,6322,1
format_1_6447_018_1_15_dl.png,31.7,6447,1
format_1_7796_017_1_17_dl.png,26.1,7796,1
format_1_7715_197_1_5_dl.png,33.1,7715,1
format_1_6502_071_1_15_dl.png,27.1,6502,1
format_1_7766_091_1_3_dl.png,34.1,7766,1
format_1_6425_091_1_7_dl.png,28.1,6425,1
format_1_6460_067_2_24_dl.png,21.4,6460,2
format_1_6730_055_1_23_dl.png,29.4,6730,1
format_1_7851_098_1_10_dl.png,23.6,7851,1
format_1_6460_078_1_9_dl.png,29.5,6460,1
format_1_7028_033_8_13_dl.png,9,7028,8
format_1_7796_064_2_26_dl.png,18.1,7796,2
format_1_6771_091_2_5_dl.png,18.5,6771,2
format_1_6425_076_8_27_dl.png,0,6425,8
format_1_7766_096_1_31_dl.png,30.5,7766,1
format_1_6416_023_1_3_dl.png,33.6,6416,1
format_1_7851_080_8_8_dl.png,2.6,7851,8
format_1_6814_090_1_1_dl.png,29,6814,1
format_1_6610_064_2_15_dl.png,20.7,6610,2
format_1_6730_104_8_31_dl.png,0,6730,8
format_1_6374_052_1_27_dl.png,31.7,6374,1
format_1_7012_167_2_20_dl.png,11,7012,2
format_1_6425_043_2_23_dl.png,20.2,6425,2
format_1_7028_007_2_27_dl.png,13.8,7028,2
format_1_7028_079_2_22_dl.png,15.3,7028,2
format_1_6844_060_1_20_dl.png,26.3,6844,1
format_1_7012_165_1_2_dl.png,27.9,7012,1
format_1_7851_047_2_29_dl.png,12.2,7851,2
format_1_6447_054_1_24_dl.png,32,6447,1
format_1_6416_067_2_30_dl.png,19.9,6416,2
format_1_6366_198_2_23_dl.png,21.9,6366,2
format_1_7765_223_1_27_dl.png,33,7765,1
format_1_6771_061_1_18_dl.png,35,6771,1
format_1_6665_037_1_16_dl.png,31.1,6665,1
format_1_6771_083_1_5_dl.png,33,6771,1
format_1_6443_043_1_4_dl.png,30.7,6443,1
format_1_7718_176_2_7_dl.png,20.2,7718,2
format_1_6577_046_1_16_dl.png,33.2,6577,1
format_1_7718_081_1_20_dl.png,32.3,7718,1
format_1_6447_065_2_30_dl.png,17.2,6447,2
format_1_6736_093_1_12_dl.png,31.7,6736,1
format_1_6736_097_8_22_dl.png,3.2,6736,8
format_1_6844_050_1_6_dl.png,28.4,6844,1
format_1_7294_113_8_1_dl.png,0.5,7294,8
format_1_7765_175_8_16_dl.png,1.6,7765,8
format_1_6751_087_1_17_dl.png,30.6,6751,1
format_1_6317_009_1_20_dl.png,31,6317,1
format_1_6416_132_1_15_dl.png,31.6,6416,1
format_1_7796_047_1_3_dl.png,29,7796,1
format_1_6730_022_1_3_dl.png,30.4,6730,1
format_1_7715_194_1_14_dl.png,31.9,7715,1
format_1_7796_038_1_8_dl.png,28.7,7796,1
format_1_7718_104_8_19_dl.png,0.2,7718,8
format_1_6730_022_1_16_dl.png,30.2,6730,1
format_1_6118_061_1_19_dl.png,32.2,6118,1
format_1_6665_063_2_19_dl.png,18.6,6665,2
format_1_7028_004_1_17_dl.png,27.2,7028,1
format_1_6443_024_1_13_dl.png,31.2,6443,1
format_1_6993_064_2_11_dl.png,18,6993,2
format_1_6416_086_1_23_dl.png,33.1,6416,1
format_1_7766_033_1_14_dl.png,32.6,7766,1
format_1_6428_018_8_13_dl.png,2.6,6428,8
format_1_7769_035_2_6_dl.png,19,7769,2
format_1_6443_096_8_29_dl.png,6.1,6443,8
format_1_7715_204_2_7_dl.png,21.4,7715,2
format_1_6317_041_8_10_dl.png,26.4,6317,8
format_1_6425_056_8_1_dl.png,3.3,6425,8
format_1_6428_037_2_28_dl.png,18.8,6428,2
format_1_6883_038_2_11_dl.png,15.4,6883,2
format_1_6120_091_1_24_dl.png,27.8,6120,1
format_1_7786_040_2_26_dl.png,18.9,7786,2
format_1_6751_078_2_20_dl.png,19.6,6751,2
format_1_6374_119_2_5_dl.png,18.9,6374,2
format_1_6120_066_2_28_dl.png,24.4,6120,2
format_1_6502_021_8_30_dl.png,4,6502,8
format_1_6416_025_2_5_dl.png,19.8,6416,2
format_1_6883_075_1_3_dl.png,28.2,6883,1
format_1_6883_043_1_28_dl.png,31,6883,1
format_1_7012_216_1_19_dl.png,24,7012,1
format_1_7294_170_1_4_dl.png,30.8,7294,1
format_1_6366_178_2_27_dl.png,15,6366,2
format_1_6425_080_2_27_dl.png,21.4,6425,2
format_1_6415_037_1_19_dl.png,30,6415,1
format_1_7718_180_1_12_dl.png,32.6,7718,1
format_1_6366_135_2_11_dl.png,21.7,6366,2
format_1_6415_017_2_4_dl.png,21,6415,2
format_1_6322_031_1_25_dl.png,32.5,6322,1
format_1_6350_100_1_15_dl.png,30.1,6350,1
format_1_7294_114_1_4_dl.png,34.2,7294,1
format_1_7766_029_1_19_dl.png,33.5,7766,1
format_1_6844_066_1_26_dl.png,29.2,6844,1
format_1_6447_069_2_8_dl.png,19.2,6447,2
format_1_7917_080_2_5_dl.png,9.5,7917,2
format_1_6730_020_2_2_dl.png,18.4,6730,2
format_1_6322_031_2_30_dl.png,20.7,6322,2
format_1_6374_074_1_28_dl.png,32.4,6374,1
format_1_6322_030_8_10_dl.png,0,6322,8
format_1_7851_075_1_4_dl.png,24.6,7851,1
format_1_6317_029_2_28_dl.png,18.7,6317,2
format_1_6665_051_2_1_dl.png,20.2,6665,2
format_1_6120_085_2_3_dl.png,22.3,6120,2
format_1_6637_073_8_19_dl.png,46.6,6637,8
format_1_6577_096_2_28_dl.png,20.6,6577,2
format_1_6415_021_1_15_dl.png,31,6415,1
format_1_7715_156_1_20_dl.png,31.3,7715,1
format_1_6771_076_2_7_dl.png,18,6771,2
format_1_6415_066_2_14_dl.png,21.4,6415,2
format_1_6118_028_2_30_dl.png,22.9,6118,2
format_1_7294_155_2_11_dl.png,17.6,7294,2
format_1_7786_064_8_18_dl.png,32.4,7786,8
format_1_6554_088_1_13_dl.png,35,6554,1
format_1_6665_042_8_27_dl.png,3.4,6665,8
format_1_7786_061_1_26_dl.png,31,7786,1
format_1_6319_024_2_14_dl.png,11,6319,2
format_1_7718_103_2_18_dl.png,19.4,7718,2
format_1_6425_070_2_10_dl.png,22.1,6425,2
format_1_7786_018_1_21_dl.png,25.6,7786,1
format_1_6319_039_8_7_dl.png,0,6319,8
format_1_6814_080_8_26_dl.png,11.9,6814,8
format_1_6443_039_2_2_dl.png,21.7,6443,2
format_1_7769_037_1_16_dl.png,33.4,7769,1
format_1_7766_034_1_2_dl.png,29.9,7766,1
format_1_7715_178_8_7_dl.png,24,7715,8
format_1_6447_084_1_11_dl.png,27,6447,1
format_1_7769_008_1_13_dl.png,28.5,7769,1
format_1_7766_025_1_22_dl.png,29.8,7766,1
format_1_6447_002_2_20_dl.png,18.8,6447,2
format_1_6844_007_2_10_dl.png,18.9,6844,2
format_1_6502_021_8_2_dl.png,0,6502,8
format_1_7796_066_1_13_dl.png,31.1,7796,1
format_1_7766_097_2_13_dl.png,20.2,7766,2
format_1_7769_027_2_21_dl.png,19.3,7769,2
format_1_7769_096_2_3_dl.png,19.5,7769,2
format_1_6447_047_2_13_dl.png,18.2,6447,2
format_1_6317_072_1_5_dl.png,28.6,6317,1
format_1_6898_027_2_29_dl.png,14.2,6898,2
format_1_7012_165_8_12_dl.png,2.8,7012,8
format_1_6366_141_2_27_dl.png,22,6366,2
format_1_6120_069_2_8_dl.png,22.4,6120,2
format_1_6460_058_1_13_dl.png,32,6460,1
format_1_7012_172_8_23_dl.png,3,7012,8
format_1_6447_003_2_27_dl.png,18.8,6447,2
format_1_6730_013_1_4_dl.png,36.8,6730,1
format_1_6428_116_1_22_dl.png,25.9,6428,1
format_1_7786_037_8_29_dl.png,26,7786,8
format_1_6374_103_8_2_dl.png,2.5,6374,8
format_1_6554_047_8_15_dl.png,0,6554,8
format_1_6366_163_2_18_dl.png,22.3,6366,2
format_1_6443_083_2_21_dl.png,19.1,6443,2
format_1_6993_050_2_15_dl.png,14,6993,2
format_1_6118_021_8_28_dl.png,0,6118,8
format_1_6554_091_1_9_dl.png,30,6554,1
format_1_6350_084_2_18_dl.png,19.2,6350,2
